,index,Property_type,property_type,sector,society,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,rating,floor_Num,total_floors,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,Bed,Light,Chimney,Exhaust Fan,Fan,TV,Dining Table,Microwave,Wardrobe,Sofa,Modular Kitchen,Stove,Washing Machine,AC,Curtains,Water Purifier,Geyser,Fridge,furnishing_type,luxury_score,Green_area,Construction,Management,Amenities,Connectivity,Lifestyle,Environment,Safety
1791,1791,flat,1 BHK,sector 103,signature global grand iva,0.3,362.0,8290.0,Carpet area: 361.88 (33.62 sq.m.),1,2,2,5th   of 14 Floors,,New Property,[Green Area5 out of 5 Amenities5 out of 5 Management4 out of 5 Construction5 out of 5 Connectivity4 out of 5],5.0,14.0,,361.88,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,5,4,5,4,,,
1792,1792,flat,3 BHK,sector 70,krrish florence estate,1.65,2125.0,7764.0,Super Built up area 2125(197.42 sq.m.),3,4,3+,27th   of 30 Floors,North-East,New Property,[Environment4 out of 5 Safety3.5 out of 5 Lifestyle4 out of 5 Connectivity3 out of 5],27.0,30.0,2125.0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,,,,,3,4,4,3.5
1793,1793,,house,sector 109,international city by sobha phase 1,6.1,2430.0,25103.0,Plot area 270(225.75 sq.m.),5,6,3+,2.0,,Moderately Old,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity3.5 out of 5 Safety4.5 out of 5],,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,,,,3.5,4,5,4.5
1794,1794,flat,3 BHK,sector 113,la vida by tata housing,2.78,2690.0,10334.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2170 sq.ft. (201.6 sq.m.),3,4,3+,5th   of 25 Floors,North-East,Relatively New,nan,5.0,25.0,2690.0,2170.0,2350.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,174,,,,,,,,
1795,1795,flat,3 BHK,sector 90,dlf regal gardens,1.27,2310.0,5499.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,2nd   of 19 Floors,South-West,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],2.0,19.0,1755.0,1400.0,1500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,4.5,4,5,4,,,
1796,1796,flat,3 BHK,sector 3,apna enclave,0.8,1300.0,6153.0,Super Built up area 1300(120.77 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.),3,3,1,Lower Ground of 4 Floors,,Old Property,[Safety4 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity5 out of 5],0.0,4.0,1300.0,,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,4,4,4
1797,1797,flat,2 BHK,sector 7,project krishna colony,0.36,700.0,5142.0,Built Up area: 700 (65.03 sq.m.),2,2,1,Ground of 3 Floors,,Relatively New,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],0.0,3.0,,,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4,4,4
1798,1798,flat,2 BHK,sector 82,vatika the seven lamps,0.94,1439.0,6533.0,Super Built up area 1435(133.32 sq.m.),2,2,3+,9th   of 16 Floors,North,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],9.0,16.0,1435.0,,,1,0,0,0,0,0,8,1,1,4,0,0,0,2,0,1,0,0,0,1,0,1,0,1,117,5,5,5,5,4,,,
1799,1799,flat,1 BHK,sector 49,satya element one,0.94,671.0,14009.0,Carpet area: 671 (62.34 sq.m.),1,2,2,2nd   of 6 Floors,East,undefined,[Safety5 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity5 out of 5],2.0,6.0,,671.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,4,4,5
1800,1800,flat,2 BHK,sector 3 phase 2,shyamkunj ashok vihar pahse 2,0.3,675.0,4444.0,Carpet area: 675 (62.71 sq.m.),2,2,1,1st   of 4 Floors,East,Relatively New,[Environment3 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5],1.0,4.0,,675.0,,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,,,,,4.5,4,3,4
1801,1801,flat,2 BHK,sector 2,hcbs sports ville,0.35,800.0,4375.0,Built Up area: 800 (74.32 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,8th   of 8 Floors,East,Relatively New,nan,8.0,8.0,,600.0,800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,,,,,,,
1802,1802,flat,2 BHK,sector 103,ansal housing highland park,0.88,1369.0,6429.0,Super Built up area 1361(126.44 sq.m.),2,2,3,3rd   of 12 Floors,,New Property,[Safety4 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity4 out of 5],3.0,12.0,1361.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,,,,,4,4,4,4
1803,1803,flat,3 BHK,sector 83,emaar palm gardens,1.76,1900.0,9263.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3,3,3,6th   of 16 Floors,North-West,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],6.0,16.0,1900.0,1240.0,1500.0,0,1,0,0,0,0,10,1,0,6,0,0,0,3,0,1,0,0,3,0,0,3,0,1,165,5,4,4,5,4,,,
1804,1804,flat,2 BHK,sector 50,unitech fresco,1.14,1336.0,8532.0,Super Built up area 1336(124.12 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,2,19th   of 19 Floors,East,Moderately Old,[Green Area5 out of 5 Construction3 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],19.0,19.0,1336.0,1100.0,1330.0,0,0,0,0,1,0,9,1,1,4,0,1,0,2,1,1,1,0,4,2,0,3,0,2,174,5,3,4,4,4,,,
1805,1805,flat,2 BHK,sector 84,alpha corp gurgaonone,0.85,1270.0,6692.0,Super Built up area 1270(117.99 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,2,3,6th   of 26 Floors,West,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],6.0,26.0,1270.0,1050.0,,0,0,0,0,0,0,7,1,1,4,0,0,0,2,0,1,0,0,0,1,0,2,0,1,28,5,5,4,4,4,,,
1806,1806,flat,3 BHK,sector 37d,ramprastha skyz,1.1,1725.0,6376.0,Super Built up area 1725(160.26 sq.m.),3,3,3+,7th   of 19 Floors,East,undefined,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],7.0,19.0,1725.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,,,,,4,4,4,4
1807,1807,,house,sector 40,independent,12.0,3078.0,38986.0,Plot area 342(285.96 sq.m.),16,16,3+,4.0,,New Property,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],,,,,,1,1,1,1,0,0,99,0,0,24,0,0,0,20,0,0,0,0,24,0,0,18,0,1,0,,,,,4,4,4,4
1808,1808,flat,2 BHK,sector 103,ansal housing highland park,0.8,1361.0,5878.0,Built Up area: 1361 (126.44 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),2,2,2,9th   of 9 Floors,South-East,undefined,[Safety4 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity4 out of 5],9.0,9.0,,1300.0,1361.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4,4,4
1809,1809,flat,3 BHK,sector 76,whiteland blissville,1.9,1672.0,11363.0,Super Built up area 1672(155.33 sq.m.),3,3,2,Ground of 4 Floors,,Under Construction,nan,0.0,4.0,1672.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,,
1810,1810,,house,sector 26,independent,5.8,4518.0,12837.0,Plot area 502(419.74 sq.m.),4,4,3+,4.0,,Old Property,nan,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,,,,,,,
1811,1811,flat,3 BHK,sector 81,bestech park view ananda,1.1,1645.0,6686.0,Super Built up area 1645(152.83 sq.m.)Carpet area: 1034 sq.ft. (96.06 sq.m.),3,2,3+,5th   of 15 Floors,East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],5.0,15.0,1645.0,1034.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,5,5,5,5,5,,,
1812,1812,,house,sector 109,international city by sobha phase 2,12.5,4687.0,26667.0,Plot area 500(418.06 sq.m.),5,6,3,3.0,East,Relatively New,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity3.5 out of 5 Safety4.5 out of 5],,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,63,,,,,3.5,4,5,4.5
1813,1813,,house,sector 33,unitech uniworld resorts,11.0,4125.0,26667.0,Plot area 500(418.06 sq.m.),5,6,3,3.0,,New Property,[Environment3 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],,,,,,1,1,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,58,,,,,4,4,3,4
1814,1814,flat,2 BHK,sector 95,sidhartha ncr one,0.56,1364.0,4106.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,2,10th   of 17 Floors,,undefined,[Environment4 out of 5 Lifestyle4.5 out of 5 Connectivity4 out of 5 Safety4.5 out of 5],10.0,17.0,,1200.0,1364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4.5,4,4.5
1815,1815,flat,2 BHK,sector 91,tarc maceo,0.87,1310.0,6641.0,Super Built up area 1310(121.7 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,9th   of 13 Floors,North-West,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities4 out of 5 Connectivity4 out of 5],9.0,13.0,1310.0,1000.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,4,5,4,4,,,
1816,1816,flat,2 BHK,sector 95,sidhartha ncr one phase,0.6,1250.0,4800.0,Built Up area: 1250 (116.13 sq.m.),2,2,3,10th   of 10 Floors,North-East,undefined,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],10.0,10.0,,,1250.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,,,
1817,1817,flat,1 BHK,sohna road,breez global heights,0.21,394.0,5329.0,Carpet area: 394 (36.6 sq.m.),1,1,1,2nd   of 10 Floors,,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],2.0,10.0,,394.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,5,5,5,5,,,
1818,1818,flat,2 BHK,sector 68,supertech hues,0.82,1180.0,6950.0,Super Built up area 1180(109.63 sq.m.),2,2,3+,21st   of 24 Floors,,Under Construction,[Environment4 out of 5 Safety5 out of 5 Lifestyle4 out of 5 Connectivity3 out of 5],21.0,24.0,1180.0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,,,,,3,4,4,5
1819,1819,flat,2 BHK,sector 85,godrej air,1.3,894.0,14541.0,Super Built up area 1400(130.06 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,3,30th   of 32 Floors,,undefined,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4.5 out of 5],30.0,32.0,1400.0,894.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,,,,,5,5,5,4.5
1820,1820,flat,3 BHK,sector 76,whiteland blissville,1.92,1670.0,11500.0,Built Up area: 1672 (155.33 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.),3,3,2,2nd   of 2 Floors,,undefined,nan,2.0,2.0,,940.0,1672.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,,
1821,1821,flat,3 BHK,sector 78,umang monsoon breeze,0.9,1950.0,4615.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1854 sq.ft. (172.24 sq.m.),3,3,2,1st   of 18 Floors,,Moderately Old,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],1.0,18.0,1950.0,1854.0,1900.0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,,,,5,4,4,4
1822,1822,flat,3 BHK,sector 4,cancon enclave,1.05,1350.0,7777.0,Carpet area: 1350 (125.42 sq.m.),3,2,2,2nd   of 4 Floors,,New Property,[Environment5 out of 5 Safety5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],2.0,4.0,,1350.0,,0,0,0,0,0,0,16,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,,,,,5,5,5,5
1823,1823,flat,1 BHK,sector 71,signature andour heights,0.37,450.0,8222.0,Built Up area: 450 (41.81 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),1,1,2,2nd   of 4 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],2.0,4.0,,366.48,450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,4.5,4,4,4,,,
1824,1824,,house,sector 50,unitech escape,12.0,3240.0,37037.0,Carpet area: 360 (301.01 sq.m.),5,6,3+,3.0,East,undefined,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,360.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,5,5,5,5
1825,1825,flat,2 BHK,sector 66,emaar mgf the palm drive,1.51,998.0,15130.0,Super Built up area 1200(111.48 sq.m.)Built Up area: 1188 sq.ft. (110.37 sq.m.)Carpet area: 998 sq.ft. (92.72 sq.m.),2,2,2,5th   of 17 Floors,North,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],5.0,17.0,1200.0,998.0,1188.0,0,0,0,1,0,0,6,0,1,5,0,0,0,3,0,0,0,0,5,1,0,4,0,1,82,5,4.5,4.5,5,5,,,
1826,1826,flat,3 BHK,sector 69,tulip violet,1.29,1568.0,8227.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12nd   of 14 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],12.0,14.0,1568.0,,,0,0,0,1,0,0,10,1,1,5,0,0,0,2,0,1,0,0,0,0,0,0,0,1,86,5,4,5,5,4.5,,,
1827,1827,,house,sector 45,independent,4.49,1836.0,24455.0,Plot area 204(170.57 sq.m.),9,9,3+,3.0,North-West,Moderately Old,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,1,0,36,3,1,12,0,0,0,9,0,1,0,0,0,12,0,10,0,1,90,,,,,5,4,4,4
1828,1828,flat,4 BHK,manesar,hsiidc sidco aravali,0.9,2467.0,3648.0,Super Built up area 2467(229.19 sq.m.),4,4,3,7th   of 9 Floors,,Moderately Old,[Environment5 out of 5 Safety4.5 out of 5 Lifestyle4.5 out of 5 Connectivity4 out of 5],7.0,9.0,2467.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4.5,5,4.5
1829,1829,flat,4 BHK,sector 85,orris carnation residency,0.9,1986.0,4531.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1575 sq.ft. (146.32 sq.m.)Carpet area: 1435 sq.ft. (133.32 sq.m.),4,4,3,8th   of 12 Floors,East,Moderately Old,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],8.0,12.0,1975.0,1435.0,1575.0,0,0,0,0,0,0,12,1,1,6,0,0,0,3,0,1,0,0,0,0,0,2,0,1,40,4,4,4,4,3,,,
1830,1830,,house,sector 43,independent,8.25,2700.0,30556.0,Plot area 300(250.84 sq.m.),5,6,3+,3.0,West,Moderately Old,[Environment4 out of 5 Lifestyle4.5 out of 5 Connectivity4.5 out of 5 Safety4 out of 5],,,,,,1,1,1,1,0,0,52,1,1,10,0,0,0,5,0,1,0,0,0,0,0,5,0,1,64,,,,,4.5,4.5,4,4
1831,1831,flat,3 BHK,sector 79,godrej,2.5,2244.0,11141.0,Built Up area: 2244 (208.47 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,5th   of 5 Floors,,undefined,[Green Area5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],5.0,5.0,,1800.0,2244.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4.5,5,4,,,
1832,1832,flat,4 BHK,sector 53,parsvnath exotica,6.44,3389.0,19000.0,Super Built up area 3390(314.94 sq.m.),4,4,3,7th   of 18 Floors,West,Moderately Old,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],7.0,18.0,3390.0,,,0,1,0,0,0,0,9,1,1,9,0,0,0,0,0,0,1,0,7,1,0,5,0,1,80,4,4,4,4,3,,,
1833,1833,,house,sector 48,eldeco mansionz,5.0,2340.0,21367.0,Plot area 260(217.39 sq.m.),7,7,3,2.0,North-East,Moderately Old,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],,,,,,0,0,0,0,0,0,25,1,1,10,0,0,0,7,0,1,0,0,0,0,0,10,0,1,40,,,,,5,4,4,4
1834,1834,flat,3 BHK,sector 70a,bptp pedestal,1.6,1575.0,10158.0,Carpet area: 1575 (146.32 sq.m.),3,3,3,2nd   of 3 Floors,North-East,New Property,[Environment5 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],2.0,3.0,,1575.0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,,,,,4,4,5,4
1835,1835,flat,3 BHK,sector 50,the close south,3.1,2491.0,12444.0,Super Built up area 2491(231.42 sq.m.)Built Up area: 2450 sq.ft. (227.61 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,4,3+,4th   of 18 Floors,North-East,Moderately Old,[Green Area5 out of 5 Construction4.5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],4.0,18.0,2491.0,2250.0,2450.0,0,1,0,0,0,0,17,1,1,8,0,0,0,4,0,1,1,0,5,1,0,3,0,1,165,5,4.5,4.5,5,4.5,,,
1836,1836,flat,3 BHK,sector 102,shapoorji pallonji joyville gurugram,2.12,1250.0,16960.0,Built Up area: 1852 (172.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,9th   of 26 Floors,,Relatively New,[Green Area4 out of 5 Construction5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],9.0,26.0,,1250.0,1852.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,72,4,5,4,5,4,,,
1837,1837,flat,3 BHK,gwal pahari,suncity vatsal valley,1.45,1430.0,10139.0,Built Up area: 1430 (132.85 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),3,3,3,4th   of 4 Floors,,Under Construction,nan,4.0,4.0,,760.0,1430.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,,,,,,,,
1838,1838,flat,3 BHK,sector 81,dlf the ultima,2.29,2096.0,10928.0,Super Built up area 2100(195.1 sq.m.),3,4,3+,15th   of 29 Floors,West,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],15.0,29.0,2100.0,,,0,1,0,0,0,3,14,1,1,10,3,0,1,3,0,1,0,1,3,1,1,3,1,2,103,5,4,4,5,4,,,
1839,1839,flat,2 BHK,sohna road,ashiana anmol,0.9,1275.0,7059.0,Built Up area: 1275 (118.45 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),2,2,2,8th   of 8 Floors,,undefined,[Green Area4 out of 5 Construction3 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],8.0,8.0,,1039.0,1275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,,,
1840,1840,flat,3 BHK,sector 113,la vida by tata housing,2.35,1760.0,13352.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1930 sq.ft. (179.3 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,4,3,3rd   of 25 Floors,West,Relatively New,nan,3.0,25.0,2217.0,1760.0,1930.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,174,,,,,,,,
1841,1841,flat,3 BHK,sector 65,m3m golfestate,5.2,2979.0,17455.0,Super Built up area 2979(276.76 sq.m.),3,3,3,18th   of 32 Floors,North,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],18.0,32.0,2979.0,,,1,1,0,0,0,0,9,0,0,7,0,0,0,2,0,1,0,0,6,0,0,0,0,1,76,5,5,5,5,5,,,
1842,1842,flat,3 BHK,sector 83,emaar palm gardens,1.72,1900.0,9052.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,4th   of 16 Floors,South,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],4.0,16.0,1900.0,1240.04,1600.0,0,1,0,0,0,0,9,1,1,10,0,0,0,3,0,1,0,0,0,0,0,3,0,1,165,5,4,4,5,4,,,
1843,1843,flat,3 BHK,sector 81,bestech park view grand spa,2.35,2660.0,8834.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2356 sq.ft. (218.88 sq.m.),3,4,3+,6th   of 19 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],6.0,19.0,2660.0,2356.0,,0,1,0,0,0,0,20,0,1,7,0,0,0,5,0,1,0,0,6,0,0,0,0,1,101,5,5,5,5,5,,,
1844,1844,,house,sector 43,independent,2.5,963.0,25960.0,Plot area 107(89.47 sq.m.),7,7,3,4.0,West,Relatively New,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,0,0,0,0,1,0,10,2,1,8,0,0,0,7,1,1,0,0,6,0,0,6,1,2,20,,,,,5,5,5,5
1845,1845,flat,3 BHK,sector 47,unitech uniworld gardens,2.4,2086.0,11505.0,Super Built up area 2086(193.8 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3+,10th   of 19 Floors,East,Moderately Old,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],10.0,19.0,2086.0,1750.0,,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,103,4,4,4,4,4,,,
1846,1846,flat,3 BHK,sector 50,the close north,3.0,2605.0,11516.0,Super Built up area 2605(242.01 sq.m.),3,3,3+,14th   of 18 Floors,North,Old Property,[Connectivity4 out of 5 Management4.5 out of 5 Construction4 out of 5 Green Area5 out of 5 Amenities5 out of 5],14.0,18.0,2605.0,,,0,1,0,0,0,0,20,1,1,7,0,0,0,3,0,1,1,0,0,0,1,4,0,1,121,5,4,4.5,5,4,,,
1847,1847,flat,2 BHK,sector 85,ss the leaf,1.04,1741.0,5973.0,Super Built up area 1741(161.74 sq.m.),2,3,3+,4th   of 26 Floors,West,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],4.0,26.0,1741.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,113,4.5,4.5,4,4,4.5,,,
1848,1848,flat,3 BHK,sector 82a,dlf the primus,1.59,1538.0,10338.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,3+,5th   of 32 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],5.0,32.0,1799.0,1538.0,,0,0,0,0,1,0,6,1,1,5,0,0,1,3,0,1,1,1,5,0,0,3,1,2,167,5,4.5,4.5,5,4,,,
1849,1849,,house,sector 26,dlf city plots,12.5,3240.0,38580.0,Plot area 360(301.01 sq.m.),4,5,2,2.0,North-East,Moderately Old,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,1,0,0,0,0,20,0,1,7,0,0,0,4,0,1,1,0,5,0,0,5,0,1,121,,,,,5,5,5,5
1850,1850,flat,3 BHK,sector 63a,birla navya,3.3,2150.0,15348.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,4th   of 4 Floors,West,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety5 out of 5],4.0,4.0,2150.0,1200.0,,0,1,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,,,,,4,4,4,5
1851,1851,,house,sector 14,independent,4.5,2250.0,20000.0,Carpet area: 2500 (232.26 sq.m.),5,5,1,1.0,,Relatively New,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,5,4,4
