Unnamed: 0.1,Unnamed: 0,index,property_type,sector,society,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,agePossession,rating,floor_Num,total_floors,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,TV,Bed,Microwave,Geyser,Fan,Chimney,Water Purifier,Dining Table,Sofa,Fridge,Modular Kitchen,Stove,Light,Curtains,Exhaust Fan,Wardrobe,AC,Washing Machine,furnishing_type,luxury_score,Safety,Lifestyle,Environment,Connectivity,Management,Amenities,Green_area,Construction
1055,1055,1055,Flat,sector 81,dlf the ultima,3.45,2872.0,12013.0,Super Built up area 2872(266.82 sq.m.),4,4,3+,10th   of 28 Floors,New Property,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],10.0,28.0,2872.0,,2599.0,0,1,0,0,0,0,0,1,6,7,1,0,0,0,1,1,1,15,1,1,4,6,1,1,165,,,,4.0,4.0,5.0,5.0,4.0
1056,1056,1056,Flat,sohna road,hcbs sports ville,0.24,324.0,7407.0,Carpet area: 324 (30.1 sq.m.),1,1,2,1st   of 13 Floors,New Property,[Green Area4 out of 5 Amenities4 out of 5 Management4 out of 5 Construction4 out of 5 Connectivity2 out of 5],1.0,13.0,,324.0,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,,,,2.0,4.0,4.0,4.0,4.0
1057,1057,1057,house,sector 17,independent,3.0,2700.0,11111.0,Carpet area: 2700 (250.84 sq.m.),4,4,0,1.0,undefined,[Environment4 out of 5 Lifestyle3 out of 5 Connectivity4 out of 5 Safety3 out of 5],,,,2700.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,4.0,4.0,,,,
1058,1058,1058,Flat,sector 92,sare green parc 2,0.61,1261.0,4837.0,Super Built up area 1261(117.15 sq.m.),3,2,2,6th   of 19 Floors,Under Construction,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety3 out of 5],6.0,19.0,1261.0,,1141.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,,,,
1059,1059,1059,Flat,sector 36,signature global infinity mall,0.41,654.0,6269.0,Built Up area: 654 (60.76 sq.m.),2,2,3,3rd   of 3 Floors,undefined,,3.0,3.0,,,654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1060,1060,1060,Flat,sector 83,emaar palm gardens,3.15,3750.0,8400.0,Super Built up area 3750(348.39 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.)Carpet area: 2444.94 sq.ft. (227.14 sq.m.),5,7,3+,15th   of 16 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],15.0,16.0,3750.0,2444.94,3200.0,0,1,0,0,0,0,0,0,5,10,1,0,0,0,0,1,0,15,1,1,5,5,0,2,165,,,,4.0,4.0,5.0,5.0,4.0
1061,1061,1061,house,sector 50,independent,6.5,3000.0,21667.0,Built Up area: 3000 (278.71 sq.m.),5,6,0,1.0,undefined,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,5.0,5.0,5.0,,,,
1062,1062,1062,Flat,sector 66,emaar mgf palm terraces select,3.4,2410.0,14108.0,Super Built up area 2410(223.9 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 2040 sq.ft. (189.52 sq.m.),4,4,3+,2nd   of 12 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],2.0,12.0,2410.0,2040.0,2210.0,0,1,0,0,0,0,0,0,6,9,1,0,0,0,0,1,1,16,0,1,4,7,0,2,157,,,,4.0,5.0,5.0,5.0,4.0
1063,1063,1063,Flat,sector 85,ss the leaf,2.0,3040.0,6579.0,Super Built up area 2812(261.24 sq.m.),4,5,3+,1st   of 26 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],1.0,26.0,2812.0,,2545.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,106,,,,4.5,4.0,4.0,4.5,4.5
1064,1064,1064,Flat,sohna road,silverglades the melia,0.78,1350.0,5778.0,Super Built up area 1350(125.42 sq.m.),2,2,3,9th   of 14 Floors,Under Construction,[Safety4 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity5 out of 5],9.0,14.0,1350.0,,1222.0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,3,0,0,72,4.0,4.0,4.0,5.0,,,,
1065,1065,1065,Flat,sector 33,central park flower valley aqua front towers,1.7,1789.0,9503.0,Super Built up area 1789(166.2 sq.m.),3,3,3,12nd   of 16 Floors,Under Construction,,12.0,16.0,1789.0,,1619.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,24,,,,,,,,
1066,1066,1066,Flat,sector 49,orchid petals,1.95,1955.0,9974.0,Super Built up area 1805(167.69 sq.m.),3,3,3,2nd   of 14 Floors,Old Property,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],2.0,14.0,1805.0,,1633.0,0,0,0,0,0,0,0,0,4,8,1,0,0,0,0,1,0,15,0,1,3,4,0,2,90,,,,4.0,4.0,4.5,5.0,5.0
1067,1067,1067,Flat,sector 33,godrej nature plus,1.27,1383.0,9183.0,Super Built up area 1383(128.48 sq.m.),2,2,3+,9th   of 22 Floors,undefined,,9.0,22.0,1383.0,,1252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,,,,,,,
1068,1068,1068,Flat,sector 102,emaar imperial gardens,1.92,2000.0,9600.0,Carpet area: 2000 (185.81 sq.m.),3,3,3,12nd   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity3.5 out of 5],12.0,14.0,,2000.0,2222.0,1,1,1,1,0,0,0,0,0,7,0,0,0,0,0,1,0,6,0,0,0,7,0,0,95,,,,3.5,4.5,5.0,5.0,4.0
1069,1069,1069,house,sector 14,independent,4.15,2250.0,18444.0,Plot area 250(209.03 sq.m.),5,4,2,2.0,Old Property,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,1,0,16,0,1,5,0,0,2,51,4.0,5.0,4.0,5.0,,,,
1070,1070,1070,Flat,gwal pahari,krrish provence estate,5.25,5800.0,9052.0,Super Built up area 5800(538.84 sq.m.),4,5,3+,2nd   of 26 Floors,New Property,,2.0,26.0,5800.0,,5249.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,,,,,
1071,1071,1071,Flat,gwal pahari,suncity vatsal valley,1.53,1430.0,10699.0,Carpet area: 1430 (132.85 sq.m.),3,3,3,2nd   of 4 Floors,New Property,,2.0,4.0,,1430.0,1589.0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,1,0,4,0,1,3,4,0,2,117,,,,,,,,
1072,1072,1072,Flat,sector 73,today callidora,1.0,1300.0,7692.0,Carpet area: 1300 (120.77 sq.m.),2,2,2,13rd   of 13 Floors,New Property,,13.0,13.0,,1300.0,1444.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1073,1073,1073,house,sector 25,independent,16.0,6000.0,26667.0,Built Up area: 6000 (557.42 sq.m.),6,5,2,3.0,Relatively New,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,,,,
1074,1074,1074,Flat,sector 33,central park flower valley cerise floors,1.3,1210.0,10744.0,Super Built up area 1210(112.41 sq.m.),2,2,2,3rd   of 4 Floors,undefined,,3.0,4.0,1210.0,,1095.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,,,,,,,
1075,1075,1075,house,sector 24,dlf city plots phase 3,1.6,4860.0,3292.0,Plot area 540(50.17 sq.m.)Built Up area: 540 sq.ft. (50.17 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),8,5,3+,4.0,Old Property,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,500.0,540.0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4.0,5.0,4.0,5.0,,,,
1076,1076,1076,Flat,sector 83,vatika lifestyle homes,1.1,1755.0,6268.0,Super Built up area 1755(163.04 sq.m.),3,3,2,8th   of 15 Floors,Relatively New,[Green Area4.5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],8.0,15.0,1755.0,,1588.0,1,0,1,1,0,0,0,0,3,6,0,0,0,0,0,1,0,7,1,1,5,0,0,2,174,,,,4.5,4.0,4.0,4.5,4.0
1077,1077,1077,house,sector 25,dlf city plots phase 2,6.5,1800.0,36111.0,Plot area 200(167.23 sq.m.),5,5,3+,3.0,Old Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,1,1,1,0,0,0,0,6,12,1,1,0,0,0,0,1,30,0,1,0,5,0,2,134,5.0,5.0,5.0,5.0,,,,
1078,1078,1078,house,sector 109,international city by sobha phase 1,6.0,6228.0,9634.0,Plot area 692(578.6 sq.m.),4,5,3,2.0,Moderately Old,[Environment5 out of 5 Safety4.5 out of 5 Lifestyle4 out of 5 Connectivity3.5 out of 5],,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4.5,4.0,5.0,3.5,,,,
1079,1079,1079,house,new sector 2,my home,0.34,270.0,12593.0,Plot area 270(25.08 sq.m.),2,2,2,3.0,Moderately Old,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,1,0,0,0,22,4.0,4.0,4.0,4.0,,,,
1080,1080,1080,house,sector 50,unitech espace,7.35,1760.0,41761.0,Plot area 240(200.67 sq.m.),4,4,3+,3.0,Moderately Old,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,0,1,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,9,0,1,5,6,0,2,52,5.0,5.0,5.0,5.0,,,,
1081,1081,1081,Flat,sector 70,shree vardhman victoria,1.67,1161.0,14384.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,5th   of 18 Floors,Moderately Old,[Green Area5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity3.5 out of 5],5.0,18.0,1950.0,1161.0,1527.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,0,0,108,,,,3.5,4.5,4.5,5.0,5.0
1082,1082,1082,Flat,sector 79,godrej aria,1.69,1983.0,8522.0,Super Built up area 1983(184.23 sq.m.),3,3,2,7th   of 15 Floors,Relatively New,[Green Area4 out of 5 Construction5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],7.0,15.0,1983.0,,1795.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,112,,,,4.0,4.0,5.0,4.0,5.0
1083,1083,1083,house,sector 7,madan puri,0.75,600.0,12500.0,Plot area 600(55.74 sq.m.),3,5,3,3.0,Moderately Old,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,10,0,0,2,3,0,0,0,4.0,4.0,4.0,4.0,,,,
1084,1084,1084,Flat,sector 3 phase 2,om appartments,0.4,900.0,4444.0,Carpet area: 900 (83.61 sq.m.),3,2,1,3rd   of 4 Floors,Relatively New,[Environment3 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5 Safety4 out of 5],3.0,4.0,,900.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4.0,4.0,3.0,4.5,,,,
1085,1085,1085,Flat,sohna road,breez global heights,0.39,950.0,4105.0,Super Built up area 950(88.26 sq.m.)Built Up area: 720 sq.ft. (66.89 sq.m.)Carpet area: 610 sq.ft. (56.67 sq.m.),2,2,2,3rd   of 10 Floors,Relatively New,[Management5 out of 5 Green Area5 out of 5 Construction5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],3.0,10.0,950.0,610.0,720.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,,,,5.0,5.0,5.0,5.0,5.0
1086,1086,1086,Flat,sector 61,smart world orchard,2.6,1766.0,14723.0,Super Built up area 1630(151.43 sq.m.),3,3,2,2nd   of 4 Floors,undefined,,2.0,4.0,1630.0,,1766.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,,,,,,,,
1087,1087,1087,Flat,sector 81,bestech park view ananda,1.15,1660.0,6928.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1282 sq.ft. (119.1 sq.m.),3,2,3+,6th   of 15 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],6.0,15.0,1660.0,1282.0,1463.0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,7,0,1,3,5,0,2,104,,,,5.0,5.0,5.0,5.0,5.0
1088,1088,1088,Flat,sector 37d,signature global the millennia,0.6,650.0,9231.0,Super Built up area 650(60.39 sq.m.)Carpet area: 596.12 sq.ft. (55.38 sq.m.),2,2,3,7th   of 14 Floors,New Property,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],7.0,14.0,650.0,596.12,625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4.0,4.0,4.0,4.0,,,,
1089,1089,1089,Flat,sector 102,emaar gurgaon greens,1.6,1650.0,9697.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,8th   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],8.0,14.0,1650.0,1022.58,1315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,,,,4.0,5.0,5.0,5.0,4.0
1090,1090,1090,Flat,sector 95,sidhartha ncr one,0.56,1364.0,4106.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,2,10th   of 17 Floors,undefined,[Environment4 out of 5 Lifestyle4.5 out of 5 Connectivity4 out of 5 Safety4.5 out of 5],10.0,17.0,,1200.0,1364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,4.0,4.0,,,,
1091,1091,1091,house,sector 7,independent,0.53,900.0,5889.0,Built Up area: 900 (83.61 sq.m.),2,2,0,1.0,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,,,,
1092,1092,1092,Flat,sohna road,central park flower valley,1.2,1780.0,6742.0,Built Up area: 1780 (165.37 sq.m.),3,3,0,11st   of 12 Floors,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],11.0,12.0,,,1780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4.0,4.0,4.0,5.0,,,,
1093,1093,1093,house,sector 25,independent,7.6,1961.0,38756.0,Plot area 215(179.77 sq.m.),9,9,3,4.0,Relatively New,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,0,1,1,0,0,0,1,9,9,0,1,0,0,0,1,1,20,1,1,9,9,0,2,84,5.0,5.0,5.0,5.0,,,,
1094,1094,1094,house,sector 43,independent,2.55,1935.0,13178.0,Built Up area: 215 (179.77 sq.m.),3,3,2,3.0,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety3 out of 5],,,,,1935.0,0,0,0,0,0,0,0,0,3,5,1,1,0,0,0,1,1,10,0,1,5,3,0,2,60,3.0,4.0,4.0,5.0,,,,
1095,1095,1095,Flat,sector 90,shree vardhman flora,0.7,1315.0,5323.0,Super Built up area 1352(125.6 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.),2,2,3,9th   of 13 Floors,New Property,[Management4 out of 5 Green Area5 out of 5 Construction5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],9.0,13.0,1352.0,,1350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,,,,5.0,4.0,5.0,5.0,5.0
1096,1096,1096,Flat,sohna road,gls arawali homes,0.26,576.0,4514.0,Carpet area: 576 (53.51 sq.m.),2,2,2,4th   of 13 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],4.0,13.0,,576.0,640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,,,,4.0,4.0,4.0,5.0,4.0
1097,1097,1097,house,sector 26,dlf city plots,13.5,4518.0,29880.0,Plot area 502(419.74 sq.m.),5,5,3,2.0,Old Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,1,1,1,0,0,0,0,5,5,0,1,0,0,0,1,0,7,0,1,0,5,0,2,110,5.0,5.0,5.0,5.0,,,,
1098,1098,1098,Flat,sector 65,m3m skycity,2.8,1828.0,15317.0,Built Up area: 1828 (169.83 sq.m.),3,3,0,14th   of 14 Floors,undefined,[Safety4 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity5 out of 5],14.0,14.0,,,1828.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,4.0,4.0,4.0,5.0,,,,
1099,1099,1099,Flat,sector 92,bestech park view sanskruti,1.6,1995.0,8020.0,Super Built up area 1995(185.34 sq.m.)Built Up area: 1615 sq.ft. (150.04 sq.m.)Carpet area: 1476 sq.ft. (137.12 sq.m.),3,4,3+,10th   of 19 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],10.0,19.0,1995.0,1476.0,1615.0,0,1,0,0,1,0,0,0,3,6,1,0,0,0,0,1,0,15,4,1,3,5,0,2,174,,,,5.0,5.0,5.0,5.0,5.0
1100,1100,1100,house,sector 14,sector 14 rwa,6.5,3150.0,20635.0,Plot area 350(292.64 sq.m.),4,4,3+,2.0,Moderately Old,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,5.0,4.0,5.0,,,,
1101,1101,1101,Flat,sector 33,central park flower valley,2.15,1590.0,13522.0,Super Built up area 1590(147.72 sq.m.),3,3,3+,1st   of 13 Floors,New Property,,1.0,13.0,1590.0,,1439.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,31,,,,,,,,
1102,1102,1102,Flat,sector 22,ambience creacions,4.78,3090.0,15469.0,Super Built up area 3090(287.07 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,4,3,7th   of 18 Floors,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety5 out of 5],7.0,18.0,3090.0,2250.0,2500.0,0,1,0,0,1,0,0,1,3,4,1,1,0,0,1,1,1,10,0,1,3,0,1,1,111,5.0,4.0,4.0,5.0,,,,
1103,1103,1103,Flat,sohna road,hcbs sports ville,0.22,478.0,4603.0,Built Up area: 477.85 (44.39 sq.m.)Carpet area: 321.6 sq.ft. (29.88 sq.m.),1,1,1,9th   of 9 Floors,Relatively New,[Management4 out of 5 Green Area4 out of 5 Construction4 out of 5 Amenities4 out of 5 Connectivity2 out of 5],9.0,9.0,,321.6,477.85,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,8,8,0,1,1,0,2,44,,,,2.0,4.0,4.0,4.0,4.0
1104,1104,1104,Flat,sector 37c,ild greens,1.0,2117.0,4724.0,Super Built up area 1800(167.23 sq.m.),3,3,3,3rd   of 15 Floors,Under Construction,[Management4.5 out of 5 Green Area5 out of 5 Construction5 out of 5 Amenities4.5 out of 5 Connectivity4.5 out of 5],3.0,15.0,1800.0,,1629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,,,,4.5,4.5,4.5,5.0,5.0
1105,1105,1105,Flat,sector 67,m3m merlin,2.8,2047.0,13679.0,Super Built up area 2047(190.17 sq.m.)Carpet area: 1880 sq.ft. (174.66 sq.m.),3,3,3,5th   of 22 Floors,Moderately Old,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],5.0,22.0,2047.0,1880.0,2047.0,0,1,0,0,0,2,0,1,1,5,1,1,0,0,0,1,1,11,6,1,3,5,1,1,26,,,,4.0,4.0,5.0,4.0,4.0
1106,1106,1106,Flat,sector 84,spaze privy at,1.35,1400.0,9643.0,Super Built up area 1918(178.19 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,7th   of 21 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],7.0,21.0,1918.0,1400.0,1750.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,,,,5.0,5.0,5.0,5.0,5.0
1107,1107,1107,Flat,sector 41,unitech the palms,2.75,1640.0,16768.0,Super Built up area 1640(152.36 sq.m.),3,3,2,14th   of 17 Floors,Old Property,[Safety5 out of 5 Lifestyle5 out of 5 Environment5 out of 5 Connectivity5 out of 5],14.0,17.0,1640.0,,1640.0,0,0,0,0,0,0,3,1,2,6,1,1,1,1,1,1,1,6,1,1,3,0,1,1,79,5.0,5.0,5.0,5.0,,,,
1108,1108,1108,house,sector 11,independent,1.8,2228.0,8079.0,Carpet area: 2228 (206.99 sq.m.),8,5,2,1.0,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,2228.0,2476.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,,,,
1109,1109,1109,Flat,sector 43,silverglades hightown residences,4.2,2125.0,19765.0,Super Built up area 2150(199.74 sq.m.),3,4,2,7th   of 26 Floors,undefined,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],7.0,26.0,2150.0,,2125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5.0,5.0,5.0,5.0,,,,
1110,1110,1110,Flat,sohna road,gls arawali homes,0.28,650.0,4308.0,Super Built up area 650(60.39 sq.m.),2,2,2,12nd   of 13 Floors,New Property,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],12.0,13.0,650.0,,588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.0,4.0,4.0,5.0,4.0
1111,1111,1111,house,sector 109,international city by sobha phase 2,6.44,2430.0,26502.0,Plot area 270(225.75 sq.m.),4,5,3+,3.0,New Property,[Environment5 out of 5 Safety4.5 out of 5 Lifestyle4 out of 5 Connectivity3.5 out of 5],,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,4.5,4.0,5.0,3.5,,,,
1112,1112,1112,house,sector 7,independent,2.25,1332.0,16892.0,Built Up area: 148 (123.75 sq.m.),5,3,0,2.0,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,,,,
1113,1113,1113,Flat,sector 86,pyramid elite,0.45,581.0,7745.0,Carpet area: 581.41 (54.01 sq.m.),2,2,1,4th   of 14 Floors,undefined,[Environment5 out of 5 Safety4.5 out of 5 Lifestyle5 out of 5 Connectivity4.5 out of 5],4.0,14.0,,581.41,646.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4.5,5.0,5.0,4.5,,,,
1114,1114,1114,Flat,sohna road,signature the serenas,0.5,532.0,9398.0,Carpet area: 531.57 (49.38 sq.m.),2,2,2,6th   of 14 Floors,New Property,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],6.0,14.0,,531.57,591.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4.0,4.0,4.0,5.0,,,,
1115,1115,1115,house,sector 11,independent,2.1,1215.0,17284.0,Plot area 135(112.88 sq.m.),6,6,3+,3.0,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4.0,4.0,4.0,5.0,,,,
1116,1116,1116,Flat,sector 14,essel towers,2.2,1760.0,12500.0,Carpet area: 1760 (163.51 sq.m.),3,4,3+,3rd   of 3 Floors,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity3 out of 5 Safety3 out of 5],3.0,3.0,,1760.0,1956.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.0,4.0,4.0,3.0,,,,
1117,1117,1117,Flat,sector 88a,godrej oasis,1.5,1850.0,8108.0,Super Built up area 1850(171.87 sq.m.),3,3,3+,11st   of 15 Floors,New Property,[Green Area5 out of 5 Amenities5 out of 5 Management4.5 out of 5 Construction4.5 out of 5 Connectivity4.5 out of 5],11.0,15.0,1850.0,,1674.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,39,,,,4.5,4.5,5.0,5.0,4.5
