Unnamed: 0.1,Unnamed: 0,index,property_type,sector,society,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,agePossession,rating,floor_Num,total_floors,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,TV,Bed,Microwave,Geyser,Fan,Chimney,Water Purifier,Dining Table,Sofa,Fridge,Modular Kitchen,Stove,Light,Curtains,Exhaust Fan,Wardrobe,AC,Washing Machine,furnishing_type,luxury_score,Safety,Lifestyle,Environment,Connectivity,Management,Amenities,Green_area,Construction
3398,3398,3398,Flat,sector 78,raheja revanta,1.2,1198.0,10017.0,Super Built up area 1197.8(111.28 sq.m.)Carpet area: 505 sq.ft. (46.92 sq.m.),1,2,2,32nd   of 55 Floors,Under Construction,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],32.0,55.0,1197.8,505.0,823.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4.0,4.0,4.0,5.0,,,,
3399,3399,3399,Flat,manesar,green campus chs,0.9,2287.0,3935.0,Super Built up area 2287(212.47 sq.m.),3,3,3+,6th   of 12 Floors,Moderately Old,,6.0,12.0,2287.0,,2070.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,
3400,3400,3400,Flat,sector 65,emaar mgf emerald floors premier,2.4,1650.0,14545.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,3rd   of 4 Floors,Relatively New,[Green Area4.5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],3.0,4.0,1650.0,1250.0,1600.0,1,1,0,0,0,0,0,1,3,5,1,0,0,0,0,1,0,11,5,1,3,5,0,2,49,,,,4.0,4.5,4.5,4.5,5.0
3401,3401,3401,Flat,sohna road,hcbs sports ville,0.3,748.0,4011.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 621 sq.ft. (57.69 sq.m.),2,2,2,3rd   of 3 Floors,undefined,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity2 out of 5],3.0,3.0,,621.0,743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,4.0,4.0,4.0,4.0
3402,3402,3402,house,sector 4,independent,0.85,13492.0,630.0,Plot area 1500(1254.19 sq.m.),3,3,1,1.0,Relatively New,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
3403,3403,3403,Flat,sector 28,maruti vihar colony,0.95,1069.0,8887.0,Carpet area: 1069 (99.31 sq.m.),2,1,1,1st   of 1 Floors,Old Property,[Environment3 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5],1.0,1.0,,1069.0,1188.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,59,4.0,4.0,3.0,4.5,,,,
3404,3404,3404,house,sector 25,dlf city plots phase 2,4.5,1350.0,33333.0,Plot area 150(125.42 sq.m.),5,3,2,3.0,Old Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,4,0,0,25,5.0,5.0,5.0,5.0,,,,
3405,3405,3405,house,sector 41,independent,4.25,1620.0,26235.0,Plot area 180(150.5 sq.m.),10,9,3+,4.0,Moderately Old,[Environment5 out of 5 Safety5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],,,,,,1,1,0,0,0,0,0,1,5,5,1,0,0,0,0,1,0,21,0,0,0,5,0,2,36,5.0,5.0,5.0,5.0,,,,
3406,3406,3406,Flat,sector 56,professors enclave cghs,1.55,2000.0,7750.0,Super Built up area 2000(185.81 sq.m.),3,3,3+,6th   of 9 Floors,Moderately Old,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],6.0,9.0,2000.0,,1810.0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,10,1,1,3,0,0,2,49,4.0,5.0,4.0,5.0,,,,
3407,3407,3407,house,sector 47,malibu towne,8.81,3240.0,27191.0,Plot area 360(301.01 sq.m.),8,6,3+,3.0,Moderately Old,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,1,0,0,1,0,0,0,7,13,2,0,0,0,0,0,0,7,0,0,7,0,0,2,27,5.0,4.0,5.0,5.0,,,,
3408,3408,3408,Flat,sector 65,m3m golfestate,5.4,2979.0,18127.0,Super Built up area 2979(276.76 sq.m.),3,4,3,19th   of 40 Floors,Moderately Old,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],19.0,40.0,2979.0,,2696.0,1,1,0,0,0,0,0,0,5,7,1,0,0,0,0,1,1,11,1,1,4,6,0,2,174,,,,5.0,5.0,5.0,5.0,5.0
3409,3409,3409,Flat,sector 89,m3m soulitude,1.25,1423.0,8784.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 1190 sq.ft. (110.55 sq.m.),3,3,0,4th   of 4 Floors,undefined,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],4.0,4.0,,1190.0,1423.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,4.0,4.0,4.0,4.0,,,,
3410,3410,3410,Flat,sector 69,tulip violet,1.55,1578.0,9823.0,Super Built up area 1578(146.6 sq.m.),3,3,2,9th   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],9.0,14.0,1578.0,,1428.0,0,0,0,1,0,0,0,0,2,5,1,0,0,0,0,1,0,15,1,1,3,4,0,2,165,,,,4.5,5.0,5.0,5.0,4.0
3411,3411,3411,house,sohna road road,independent,1.2,538.0,22305.0,Plot area 50,4,4,3+,4.0,Old Property,,,,,,,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,6,0,0,0,8,,,,,,,,
3412,3412,3412,Flat,sector 109,ats kocoon,1.7,1745.0,9742.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.),3,3,3,22nd   of 25 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],22.0,25.0,1745.0,,1550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74,,,,4.0,5.0,5.0,5.0,5.0
3413,3413,3413,Flat,sector 79,supertech araville,0.71,1171.0,6063.0,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3+,17th   of 17 Floors,New Property,[Safety4 out of 5 Lifestyle3 out of 5 Environment4 out of 5 Connectivity4 out of 5],17.0,17.0,1295.0,1250.0,1280.0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,53,4.0,3.0,4.0,4.0,,,,
3414,3414,3414,Flat,sector 69,tulip violet,1.75,1970.0,8883.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12nd   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],12.0,14.0,1970.0,,1783.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86,,,,4.5,5.0,5.0,5.0,4.0
3415,3415,3415,Flat,sector 99a,prime habitat,0.26,548.0,4745.0,Carpet area: 550 (51.1 sq.m.),2,2,1,6th   of 12 Floors,Relatively New,[Environment4 out of 5 Lifestyle3 out of 5 Connectivity3 out of 5 Safety3 out of 5],6.0,12.0,,550.0,611.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3.0,3.0,4.0,3.0,,,,
3416,3416,3416,Flat,sector 95,rof ananda,0.38,644.0,5901.0,Carpet area: 644.12 (59.84 sq.m.),2,2,2,5th   of 14 Floors,Relatively New,[Environment4 out of 5 Lifestyle4.5 out of 5 Connectivity4 out of 5 Safety4.5 out of 5],5.0,14.0,,644.12,716.0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,1,0,0,0,0,83,4.5,4.5,4.0,4.0,,,,
3417,3417,3417,house,sector 26,independent,18.0,4518.0,39841.0,Plot area 502(419.74 sq.m.),5,4,3+,4.0,Moderately Old,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,1,1,1,0,0,0,1,3,6,1,0,0,0,0,0,0,10,1,1,4,4,0,2,113,5.0,5.0,5.0,5.0,,,,
3418,3418,3418,Flat,sector 28,suncity platinum towers,6.2,2685.0,23091.0,Super Built up area 2685(249.44 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3,4,3+,21st   of 24 Floors,Relatively New,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],21.0,24.0,2685.0,1900.0,2000.0,0,1,0,0,0,0,0,0,3,5,1,0,0,0,0,1,0,10,0,1,3,5,0,2,160,5.0,5.0,5.0,5.0,,,,
3419,3419,3419,house,sector 25,dlf city plots phase 2,6.3,1800.0,35000.0,Plot area 200(167.23 sq.m.),4,4,3+,2.0,Old Property,[Environment5 out of 5 Safety5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,5.0,5.0,5.0,5.0,,,,
3420,3420,3420,Flat,sector 106,elan the presidential,3.9,2450.0,15918.0,Built Up area: 2450 (227.61 sq.m.),3,3,0,20th   of 20 Floors,undefined,,20.0,20.0,,,2450.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,66,,,,,,,,
3421,3421,3421,Flat,sector 90,green court,0.4,626.0,6390.0,Super Built up area 626(58.16 sq.m.)Carpet area: 526 sq.ft. (48.87 sq.m.),2,2,1,8th   of 14 Floors,New Property,[Management4 out of 5 Green Area3 out of 5 Construction4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],8.0,14.0,626.0,526.0,575.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,,,4.0,4.0,4.0,3.0,4.0
3422,3422,3422,Flat,sector 68,pareena mi casa,1.85,1987.0,9311.0,Super Built up area 1987(184.6 sq.m.),3,3,3+,13rd   of 34 Floors,Under Construction,[Safety5 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity3 out of 5],13.0,34.0,1987.0,,1798.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5.0,4.0,4.0,3.0,,,,
3423,3423,3423,house,sector 12,independent,1.7,2125.0,8000.0,Built Up area: 2000 (185.81 sq.m.),5,5,3,3.0,Moderately Old,[Environment3 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,2000.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,4.0,4.0,3.0,5.0,,,,
3424,3424,3424,Flat,sector 82,vatika the seven lamps,0.94,1439.0,6532.0,Super Built up area 1435(133.32 sq.m.),2,2,3+,9th   of 16 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],9.0,16.0,1435.0,,1299.0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,8,1,1,2,0,0,2,117,,,,4.0,5.0,5.0,5.0,5.0
3425,3425,3425,house,sector 43,sushant lok 1 builder floors,2.45,3159.0,7756.0,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 351 sq.yards (293.48 sq.m.),4,4,3+,3.0,Moderately Old,[Environment5 out of 5 Safety4.5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],,,,351.0,540.0,1,1,0,1,1,5,0,1,6,6,1,1,1,1,1,1,1,19,5,1,4,6,1,1,123,4.5,5.0,5.0,5.0,,,,
3426,3426,3426,Flat,sector 43,dlf royalton tower,6.5,2940.0,22109.0,Super Built up area 2940(273.13 sq.m.),4,5,2,8th   of 19 Floors,Relatively New,[Environment5 out of 5 Safety5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],8.0,19.0,2940.0,,2661.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5.0,5.0,5.0,5.0,,,,
3427,3427,3427,Flat,sector 83,emaar palm gardens,1.6,1850.0,8649.0,Super Built up area 1850(171.87 sq.m.),3,3,3+,6th   of 16 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],6.0,16.0,1850.0,,1674.0,1,1,1,1,0,0,0,0,4,8,1,0,0,0,0,1,0,8,1,1,5,0,0,2,167,,,,4.0,4.0,5.0,5.0,4.0
3428,3428,3428,Flat,sector 69,tulip purple,2.6,2400.0,10833.0,Super Built up area 2400(222.97 sq.m.),4,4,3+,4th   of 12 Floors,Moderately Old,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],4.0,12.0,2400.0,,2172.0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,12,0,0,4,0,0,0,37,4.0,4.0,4.0,4.0,,,,
3429,3429,3429,Flat,sector 37c,imperia the esfera,0.87,1578.0,5513.0,Super Built up area 1578(146.6 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1110 sq.ft. (103.12 sq.m.),2,3,3+,5th   of 23 Floors,Relatively New,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],5.0,23.0,1578.0,1110.0,1300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,4.0,4.0,5.0,4.0,,,,
3430,3430,3430,Flat,sector 70,krrish florence estate,1.25,1865.0,6702.0,Super Built up area 1865(173.26 sq.m.),3,3,3,18th   of 25 Floors,Under Construction,[Environment4 out of 5 Safety3.5 out of 5 Lifestyle4 out of 5 Connectivity3 out of 5],18.0,25.0,1865.0,,1688.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3.5,4.0,4.0,3.0,,,,
3431,3431,3431,Flat,sector 70,shree vardhman victoria,1.75,1950.0,8974.0,Built Up area: 1950 (181.16 sq.m.),3,4,2,16th   of 18 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity3.5 out of 5],16.0,18.0,,,1950.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,3.5,4.5,4.5,5.0,5.0
3432,3432,3432,Flat,sector 47,irwo westend towers,0.65,539.0,12059.0,Carpet area: 539 (50.07 sq.m.),1,1,2,3rd   of 4 Floors,Old Property,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],3.0,4.0,,539.0,599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,,,,5.0,5.0,5.0,5.0,4.0
3433,3433,3433,Flat,sector 24,ambience caitriona,14.0,6300.0,22222.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3rd   of 3 Floors,undefined,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],3.0,3.0,,,6300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,5.0,4.0,5.0,,,,
3434,3434,3434,Flat,sector 37d,ramprastha primera,1.1,1800.0,6111.0,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,6th   of 22 Floors,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],6.0,22.0,1800.0,1600.0,1700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,4.0,4.0,4.0,4.0,,,,
3435,3435,3435,house,sector 46,independent,2.2,8181.0,2689.0,Plot area 101(84.45 sq.m.),3,3,2,3.0,Old Property,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],,,,,,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,30,0,1,3,0,0,2,56,4.0,4.0,4.0,5.0,,,,
3437,3437,3437,Flat,sector 43,ansal sushant lok ci,2.0,1320.0,15152.0,Carpet area: 1320 (122.63 sq.m.),3,3,2,1st   of 3 Floors,Old Property,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],1.0,3.0,,1320.0,1467.0,0,1,0,0,0,2,3,0,3,6,0,0,1,1,0,0,0,0,1,1,5,0,0,1,15,4.0,4.0,4.0,5.0,,,,
3438,3438,3438,Flat,sector 79,bestech altura,1.85,2150.0,8605.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,7th   of 20 Floors,undefined,[Environment4 out of 5 Lifestyle3 out of 5 Connectivity4 out of 5 Safety4 out of 5],7.0,20.0,2150.0,1350.0,1650.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,53,4.0,3.0,4.0,4.0,,,,
3439,3439,3439,Flat,sector 107,signature global solera,0.3,489.0,6135.0,Super Built up area 602(55.93 sq.m.)Carpet area: 489 sq.ft. (45.43 sq.m.),2,2,1,5th   of 14 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],5.0,14.0,602.0,489.0,544.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,,,,3.0,4.0,4.0,4.5,4.5
3440,3440,3440,Flat,sector 57,ansal sushant residency,1.5,2214.0,6775.0,Carpet area: 246 (205.69 sq.m.),3,2,3+,1st   of 3 Floors,Moderately Old,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],1.0,3.0,,246.0,273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,87,4.0,4.0,4.0,4.0,,,,
3441,3441,3441,Flat,sector 36a,avl 36 gurgaon,0.45,500.0,9000.0,Super Built up area 500(46.45 sq.m.),1,1,1,9th   of 10 Floors,Relatively New,[Green Area4.5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity2.5 out of 5],9.0,10.0,500.0,,452.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4.0,4.0,4.5,4.0
3442,3442,3442,Flat,sector 86,dlf new town heights,1.27,1930.0,6580.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,3,19th   of 22 Floors,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity3 out of 5],19.0,22.0,1930.0,1450.0,1800.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,,,,3.0,4.5,5.0,5.0,4.5
3443,3443,3443,house,sector 104,independent,0.6,1170.0,5128.0,Plot area 130(108.7 sq.m.),7,3,1,2.0,Moderately Old,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety3.5 out of 5],,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.0,4.0,4.0,,,,
3444,3444,3444,Flat,sohna road,breez global heights,0.28,1175.0,2383.0,Carpet area: 399 (37.07 sq.m.),1,1,1,4th   of 10 Floors,New Property,[Management5 out of 5 Green Area5 out of 5 Construction5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],4.0,10.0,,399.0,443.0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,26,,,,5.0,5.0,5.0,5.0,5.0
3445,3445,3445,Flat,sohna road,signature global park,0.72,1202.0,5990.0,Super Built up area 1210(112.41 sq.m.),2,2,3,3rd   of 4 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity5 out of 5],3.0,4.0,1210.0,,1095.0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,1,0,0,0,0,158,,,,5.0,4.0,5.0,5.0,5.0
3446,3446,3446,house,sector 92,independent,1.8,2360.0,7627.0,Built Up area: 2360 (219.25 sq.m.),4,5,0,13.0,undefined,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety3 out of 5],,,,,2360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,,,,
3447,3447,3447,Flat,sector 66,emaar mgf the palm drive,3.2,1800.0,17778.0,Super Built up area 2200(204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,12nd   of 17 Floors,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],12.0,17.0,2200.0,1800.0,1800.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,5,0,2,117,,,,5.0,4.5,5.0,5.0,4.5
3448,3448,3448,house,sector 25,dlf city plots phase 2,10.75,3600.0,29861.0,Plot area 400(334.45 sq.m.),9,9,3+,3.0,Old Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,0,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,73,5.0,5.0,5.0,5.0,,,,
3449,3449,3449,house,sector 6,independent,0.5,600.0,8333.0,Plot area 600(55.74 sq.m.),3,3,2,2.0,Moderately Old,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,5.0,4.0,5.0,,,,
3450,3450,3450,house,sector 105,independent,0.35,450.0,7778.0,Carpet area: 500 (46.45 sq.m.),2,2,1,2.0,undefined,[Environment3 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5 Safety4 out of 5],,,,500.0,556.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,4.5,,,,
3451,3451,3451,Flat,sector 22,ambience creacions,2.4,1380.0,17391.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,2,8th   of 18 Floors,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety5 out of 5],8.0,18.0,1380.0,900.0,1200.0,0,0,0,0,1,0,0,1,2,3,1,1,0,0,1,1,1,10,0,1,2,0,1,1,112,5.0,4.0,4.0,5.0,,,,
3452,3452,3452,Flat,sector 69,tulip violet,1.43,1609.0,8888.0,Super Built up area 1608(149.39 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),3,3,2,1st   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],1.0,14.0,1608.0,1039.0,1305.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86,,,,4.5,5.0,5.0,5.0,4.0
3453,3453,3453,house,sector 28,independent,8.4,2430.0,34568.0,Plot area 270(225.75 sq.m.),4,4,3+,2.0,Relatively New,[Environment5 out of 5 Safety5 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],,,,,,0,1,1,1,0,0,0,0,0,5,0,0,0,0,0,1,0,10,1,1,4,4,0,2,139,5.0,4.0,5.0,5.0,,,,
3454,3454,3454,house,sector 25,independent,4.45,1350.0,32963.0,Plot area 150(125.42 sq.m.),4,3,3+,2.0,Moderately Old,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,79,5.0,5.0,5.0,5.0,,,,
3455,3455,3455,Flat,sector 48,bestech park view city,1.78,1776.0,10023.0,Super Built up area 1776(165 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,4,2,5th   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],5.0,14.0,1776.0,1300.0,1526.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,,,,5.0,4.5,5.0,5.0,4.0
3456,3456,3456,house,sector 109,international city by sobha phase 2,10.0,3600.0,27778.0,Plot area 400(334.45 sq.m.),4,5,3+,2.0,New Property,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity3.5 out of 5 Safety4.5 out of 5],,,,,,1,1,0,1,1,0,0,0,4,5,1,1,0,0,0,1,1,12,0,1,4,9,0,2,49,4.5,4.0,5.0,3.5,,,,
3457,3457,3457,Flat,sector 81,signature global city 81,0.96,983.0,9766.0,Carpet area: 1075 (99.87 sq.m.),2,2,2,1st   of 4 Floors,undefined,[Environment4.5 out of 5 Safety4.5 out of 5 Lifestyle4 out of 5 Connectivity3.5 out of 5],1.0,4.0,,1075.0,1194.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4.5,4.0,4.5,3.5,,,,
3458,3458,3458,Flat,sector 63a,birla navya,3.7,2400.0,15417.0,Carpet area: 2400 (222.97 sq.m.),3,3,3+,1st   of 4 Floors,Under Construction,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety5 out of 5],1.0,4.0,,2400.0,2667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5.0,4.0,4.0,4.0,,,,
3459,3459,3459,house,sector 105,independent,0.6,450.0,13333.0,Built Up area: 450 (41.81 sq.m.),3,3,0,3.0,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,,,,
